GeneID,Hpb_1,Hpb_2,Hpb_3,Hpb_4,Hpb_5,Naive_1,Naive_2,Naive_3,Naive_4,Naive_5
MGP_BALBcJ_G0008843,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0036673,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0029879,1241,1211,966,568,1055,1113,1229,1208,149,1059
MGP_BALBcJ_G0030122,5461,5619,4726,6933,6047,6468,5799,5380,4411,6117
MGP_BALBcJ_G0008834,41,45,25,36,44,56,33,33,18,30
MGP_BALBcJ_G0029332,4,6,10,0,22,13,0,14,0,21
MGP_BALBcJ_G0008837,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0006593,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0004100,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0012921,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0001691,0,2,0,0,2,0,0,0,0,0
MGP_BALBcJ_G0030185,2,0,0,0,3,0,0,0,0,0
MGP_BALBcJ_G0001801,0,0,0,38,2,0,1,0,0,2
MGP_BALBcJ_G0029387,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030296,4944,4235,4561,2294,4444,4250,3236,4338,1005,3685
MGP_BALBcJ_G0004090,119,61,114,81,102,102,67,121,179,72
MGP_BALBcJ_G0039253,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0037027,25,48,37,24,53,32,33,33,8,37
MGP_BALBcJ_G0013190,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0001693,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0029685,1338,1312,1165,1811,1386,1500,1550,1572,900,1331
MGP_BALBcJ_G0001403,0,0,0,0,0,0,0,2,0,0
MGP_BALBcJ_G0029345,8913,6456,9472,6215,7304,10261,8801,7118,6888,6399
MGP_BALBcJ_G0013182,0,2,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0006860,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0039229,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0004077,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0001630,72,64,50,176,40,76,61,57,36,60
MGP_BALBcJ_G0006590,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0029689,1054,1040,1096,2824,962,998,1092,1062,947,831
MGP_BALBcJ_G0029870,3387,2774,3152,1168,3081,2524,2669,3074,361,2952
MGP_BALBcJ_G0001465,0,0,0,0,0,0,0,2,0,0
MGP_BALBcJ_G0030117,831,829,733,365,823,880,906,990,382,769
MGP_BALBcJ_G0038009,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0037028,0,1,0,0,2,0,0,0,0,0
MGP_BALBcJ_G0030064,923,1065,923,188,1142,1144,1203,1141,181,1076
MGP_BALBcJ_G0029238,959,1025,862,1966,1063,1042,894,940,1398,851
MGP_BALBcJ_G0029518,7424,6966,6469,9206,7827,7661,7081,7500,5861,7431
MGP_BALBcJ_G0030307,3553,3144,2820,2694,3529,3436,3223,3180,2140,2936
MGP_BALBcJ_G0001716,7,7,7,0,7,6,9,12,0,8
MGP_BALBcJ_G0001711,4,5,2,0,0,0,4,2,0,0
MGP_BALBcJ_G0029736,4,13,30,12,21,15,13,20,6,10
MGP_BALBcJ_G0013145,246,469,251,1643,399,374,615,428,509,569
MGP_BALBcJ_G0029554,1139,1162,1041,1373,1182,1217,1243,1053,687,1196
MGP_BALBcJ_G0006550,1,2,0,0,0,0,0,1,0,1
MGP_BALBcJ_G0006791,2,0,0,0,0,2,0,0,0,0
MGP_BALBcJ_G0006666,0,0,0,0,1,0,0,0,0,0
MGP_BALBcJ_G0029301,3400,4325,3290,8894,4032,4115,3946,3446,4017,3414
MGP_BALBcJ_G0038016,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0029891,8484,6882,6763,5073,7463,6708,7052,6739,2369,6808
MGP_BALBcJ_G0039685,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0013116,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0001397,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0004190,0,0,0,30,0,0,0,0,0,0
MGP_BALBcJ_G0004001,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0029331,32,32,35,0,35,14,43,40,24,22
MGP_BALBcJ_G0029917,158,114,102,0,107,49,120,82,4,78
MGP_BALBcJ_G0037945,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030265,2119,1836,1431,613,1967,2359,2654,2116,224,1723
MGP_BALBcJ_G0029811,190,97,138,244,202,84,123,91,184,167
MGP_BALBcJ_G0029242,2297,2636,2026,3220,2367,2615,2652,2578,1613,2338
MGP_BALBcJ_G0001357,4,2,2,0,0,0,6,0,15,3
MGP_BALBcJ_G0030203,6005,5636,4669,1578,5820,7091,6583,7047,621,5696
MGP_BALBcJ_G0001366,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0013109,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030310,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0013255,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0015551,2,4,4,2,12,4,14,4,0,11
MGP_BALBcJ_G0029446,1250,1089,1040,1895,1292,1339,1143,1196,884,997
MGP_BALBcJ_G0013288,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0004083,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030025,210,152,128,376,156,154,159,143,203,133
MGP_BALBcJ_G0013060,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0029766,2850,2465,2248,3288,2195,2041,2244,2341,1409,1888
MGP_BALBcJ_G0013040,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0029605,822,617,589,1600,593,472,535,616,1169,502
MGP_BALBcJ_G0030254,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030141,2640,2887,1744,375,2415,2723,1978,2490,288,1421
MGP_BALBcJ_G0012984,0,0,0,0,0,1,2,0,0,0
MGP_BALBcJ_G0030095,10,10,8,0,2,16,2,6,0,10
MGP_BALBcJ_G0006828,0,0,0,20,2,4,10,0,0,2
MGP_BALBcJ_G0013233,2,2,0,2,6,0,3,5,0,8
MGP_BALBcJ_G0029694,704,749,674,1152,767,764,819,600,539,656
MGP_BALBcJ_G0004138,0,0,0,0,0,0,2,1,0,0
MGP_BALBcJ_G0029543,1836,1155,1432,879,1128,977,1394,1118,662,1126
MGP_BALBcJ_G0006635,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0001681,2,8,2,0,6,0,2,0,0,1
MGP_BALBcJ_G0040407,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0029792,505,443,447,1317,478,540,395,378,852,297
MGP_BALBcJ_G0004191,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0012946,0,0,2,0,2,0,0,2,16,0
MGP_BALBcJ_G0009706,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0029458,3135,2776,2797,1898,2932,2888,3001,2942,693,2661
MGP_BALBcJ_G0013253,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0029603,1299,967,923,2550,1175,1204,1145,1226,1501,885
MGP_BALBcJ_G0029592,77,63,106,53,41,42,66,82,28,44
MGP_BALBcJ_G0040386,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030336,169,209,105,14,144,138,90,121,96,106
MGP_BALBcJ_G0001484,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0029911,49,47,33,0,45,28,45,32,38,50
MGP_BALBcJ_G0004002,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0029578,11,13,15,2,11,4,8,5,6,12
MGP_BALBcJ_G0001543,17,7,10,0,18,8,12,13,11,23
MGP_BALBcJ_G0004179,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0001491,2,2,0,0,0,0,4,2,0,0
MGP_BALBcJ_G0004093,0,0,0,0,0,0,3,0,0,0
MGP_BALBcJ_G0013099,0,0,2,0,0,0,1,0,0,0
MGP_BALBcJ_G0004041,57,78,63,0,48,48,42,79,1,87
MGP_BALBcJ_G0039251,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0039798,2414,2115,2475,745,2894,2441,2597,2402,454,2152
MGP_BALBcJ_G0030275,3217,3206,2993,490,2941,3054,2971,3142,205,2377
MGP_BALBcJ_G0001359,50,39,40,37,59,54,37,20,37,29
MGP_BALBcJ_G0006587,0,0,0,0,2,0,0,0,0,0
MGP_BALBcJ_G0030305,80207,72191,61289,65553,67824,79054,77559,69011,29760,64688
MGP_BALBcJ_G0006600,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0038018,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030165,6456,5704,5548,3650,5727,5223,4612,5066,1129,4653
MGP_BALBcJ_G0012987,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0009721,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0037953,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0006626,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0029595,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0013081,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0004115,58,28,67,38,56,78,58,80,4,41
MGP_BALBcJ_G0037019,2,8,0,0,0,2,1,0,0,0
MGP_BALBcJ_G0003998,8,6,22,0,4,11,12,13,18,9
MGP_BALBcJ_G0029246,5,12,9,0,27,3,19,15,0,17
MGP_BALBcJ_G0030166,1568,1401,1268,578,1567,1679,1756,1730,163,1500
MGP_BALBcJ_G0004123,212,206,209,47,273,267,209,263,38,341
MGP_BALBcJ_G0030692,199,108,185,219,143,170,219,194,86,120
MGP_BALBcJ_G0030714,242,268,179,528,233,240,171,302,345,254
MGP_BALBcJ_G0013544,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0004310,10,7,11,0,13,3,20,8,0,34
MGP_BALBcJ_G0031364,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0013523,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0031007,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0004348,8,8,9,0,19,9,5,7,0,5
MGP_BALBcJ_G0013724,6,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0002540,9,3,7,0,1,0,2,2,0,2
MGP_BALBcJ_G0031245,39,27,13,2,16,18,21,10,6,11
MGP_BALBcJ_G0038077,0,1,2,0,0,1,0,2,0,0
MGP_BALBcJ_G0004260,18,22,19,50,15,25,24,10,55,35
MGP_BALBcJ_G0002462,6,8,11,2,5,3,6,3,42,3
MGP_BALBcJ_G0008868,0,0,0,0,0,0,2,0,0,0
MGP_BALBcJ_G0009726,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030722,665,736,663,175,823,794,698,604,157,588
MGP_BALBcJ_G0002031,26,23,15,0,28,25,18,36,13,22
MGP_BALBcJ_G0040470,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0004301,54,23,45,74,59,33,37,50,29,39
MGP_BALBcJ_G0030517,6532,5791,5884,9464,6322,5955,5881,6574,6625,6111
MGP_BALBcJ_G0002075,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0031302,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0031128,2257,1572,2591,4039,1887,1901,1553,1578,2234,1553
MGP_BALBcJ_G0009768,0,0,0,0,0,2,0,2,0,0
MGP_BALBcJ_G0013309,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0008858,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0013740,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0008857,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0031311,14144,11364,12479,21616,16443,12695,15009,14065,12384,19653
MGP_BALBcJ_G0013757,0,4,2,0,4,2,6,0,0,3
MGP_BALBcJ_G0038029,0,4,1,0,0,0,0,0,0,0
MGP_BALBcJ_G0013412,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0031295,26,29,4,0,18,10,7,18,8,6
MGP_BALBcJ_G0001838,30,30,31,44,44,38,31,29,17,14
MGP_BALBcJ_G0030688,1361,803,1126,1715,844,906,1449,954,1210,1061
MGP_BALBcJ_G0004259,2,0,8,0,8,0,2,2,0,4
MGP_BALBcJ_G0001906,0,0,0,0,0,0,4,0,0,0
MGP_BALBcJ_G0030729,3048,3463,2677,4437,3579,3476,3303,2886,2488,2967
MGP_BALBcJ_G0031306,4,2,0,0,0,2,4,2,0,2
MGP_BALBcJ_G0030693,1088,677,1368,577,728,789,1412,856,179,687
MGP_BALBcJ_G0031477,2,0,0,0,2,2,0,0,0,0
MGP_BALBcJ_G0031253,892,664,731,192,369,463,647,448,106,396
MGP_BALBcJ_G0031063,204,173,134,211,167,155,131,177,164,155
MGP_BALBcJ_G0004300,0,4,4,6,6,0,5,0,12,1
MGP_BALBcJ_G0002543,4,4,12,0,4,2,10,0,0,0
MGP_BALBcJ_G0030418,399,236,368,896,336,205,214,275,358,256
MGP_BALBcJ_G0013530,0,0,0,0,1,0,0,0,0,0
MGP_BALBcJ_G0030402,8145,7741,6535,25572,8899,7789,8402,7988,14547,8231
MGP_BALBcJ_G0031108,22,40,29,4,30,33,27,28,2,27
MGP_BALBcJ_G0000134,2,0,10,0,4,4,0,0,20,0
MGP_BALBcJ_G0031130,1738,1681,1551,2041,1758,1945,2108,1877,858,1732
MGP_BALBcJ_G0004216,0,1,0,0,0,0,1,0,0,0
MGP_BALBcJ_G0006863,6,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0031078,276,212,213,132,227,245,271,285,101,218
MGP_BALBcJ_G0040482,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0000230,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0007072,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0001923,72,29,18,20,26,26,60,71,33,29
MGP_BALBcJ_G0031449,1218,1279,1225,732,1104,958,925,858,199,898
MGP_BALBcJ_G0039281,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0013603,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030469,36,24,8,42,12,8,6,22,0,26
MGP_BALBcJ_G0000107,268,68,117,16,54,47,81,25,0,33
MGP_BALBcJ_G0001882,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0013436,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030999,328,357,367,100,293,283,429,360,54,352
MGP_BALBcJ_G0013378,1,0,2,0,0,0,0,0,1,0
MGP_BALBcJ_G0013715,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0031419,5365,5870,4501,16500,5979,6007,6272,5503,10446,5387
MGP_BALBcJ_G0031208,28,10,30,0,2,10,10,18,0,15
MGP_BALBcJ_G0039294,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030635,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0031086,86,73,69,27,92,70,102,100,8,65
MGP_BALBcJ_G0013567,0,0,0,0,0,0,0,4,0,0
MGP_BALBcJ_G0030440,0,0,0,0,2,2,2,0,0,0
MGP_BALBcJ_G0002041,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0000106,584,757,228,10,139,82,567,270,6,115
MGP_BALBcJ_G0006909,0,0,0,0,4,0,0,0,0,2
MGP_BALBcJ_G0031459,22,30,40,42,46,36,23,49,8,46
MGP_BALBcJ_G0037049,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0031366,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0013543,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0040464,188,244,247,150,303,232,120,280,31,156
MGP_BALBcJ_G0030519,3359,2890,2926,2910,3111,3098,3284,3334,1713,3356
MGP_BALBcJ_G0006992,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0031271,130,78,198,32,77,83,145,117,8,67
MGP_BALBcJ_G0030561,2734,2298,2652,6372,2823,2574,2571,2743,5106,2410
MGP_BALBcJ_G0013584,65,42,40,49,59,59,75,69,34,56
MGP_BALBcJ_G0013314,21,6,14,0,15,1,3,12,2,5
MGP_BALBcJ_G0030539,5209,5619,4349,5701,5334,5829,5578,4866,2324,4815
MGP_BALBcJ_G0008902,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0031435,1,0,0,0,2,0,2,2,0,0
MGP_BALBcJ_G0002460,9,7,8,32,5,12,7,14,8,7
MGP_BALBcJ_G0001870,0,2,0,0,0,0,0,0,0,2
MGP_BALBcJ_G0031104,1146,1143,885,1255,1077,1379,1459,1138,549,1032
MGP_BALBcJ_G0013454,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0031359,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0008907,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030587,161,87,117,162,66,108,74,108,130,98
MGP_BALBcJ_G0001840,0,0,1,0,0,0,0,0,0,0
MGP_BALBcJ_G0013708,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0013445,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0008925,0,0,0,0,1,0,0,0,0,0
MGP_BALBcJ_G0004250,2,0,0,0,2,0,6,1,0,0
MGP_BALBcJ_G0039323,5,1,5,0,2,2,6,1,0,0
MGP_BALBcJ_G0013698,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0001955,2,0,2,10,4,4,6,4,40,12
MGP_BALBcJ_G0031179,125,113,119,76,117,114,170,123,24,86
MGP_BALBcJ_G0000137,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0007070,0,0,1,0,2,2,0,0,11,0
MGP_BALBcJ_G0031131,1107,1076,1074,625,1176,1057,1111,945,528,1000
MGP_BALBcJ_G0004232,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030771,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0004363,75,104,91,11,134,64,71,105,0,101
MGP_BALBcJ_G0030508,0,0,0,0,0,0,2,0,0,0
MGP_BALBcJ_G0030995,1892,2328,1332,945,1736,2588,2063,1815,325,1147
MGP_BALBcJ_G0006930,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0008894,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0031431,4964,4628,4413,12023,4940,5035,4867,4888,7405,4217
MGP_BALBcJ_G0039302,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0013415,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030842,5039,4112,4954,6416,4881,3735,3916,4459,5857,4157
MGP_BALBcJ_G0013485,2,0,2,4,2,0,0,0,0,0
MGP_BALBcJ_G0013548,21,4,9,0,6,1,8,10,2,4
MGP_BALBcJ_G0031387,2477,2714,2305,5245,2849,3081,2433,2444,4032,2703
MGP_BALBcJ_G0031011,0,1,0,0,0,0,0,2,0,0
MGP_BALBcJ_G0030630,106,58,69,0,43,38,53,43,0,34
MGP_BALBcJ_G0000103,0,1,0,0,0,0,0,0,0,1
MGP_BALBcJ_G0039276,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0013417,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030446,1952,1410,1813,5231,1456,1060,1291,1383,3240,1293
MGP_BALBcJ_G0040481,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0013595,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0039342,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030573,20,18,10,0,12,14,6,8,0,12
MGP_BALBcJ_G0030993,2016,2007,2134,257,2352,1684,1970,2057,170,2536
MGP_BALBcJ_G0030917,0,1,0,0,0,0,1,0,0,0
MGP_BALBcJ_G0006899,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0013692,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030991,14,6,16,0,8,11,4,9,36,10
MGP_BALBcJ_G0031282,214,121,142,38,173,94,129,130,66,137
MGP_BALBcJ_G0006958,6,2,24,2,0,2,9,9,0,4
MGP_BALBcJ_G0030847,1964,1543,1591,1105,1675,1679,1418,1582,786,1152
MGP_BALBcJ_G0030458,969,701,641,1246,911,813,897,662,928,568
MGP_BALBcJ_G0006980,8,2,1,32,0,2,3,6,0,4
MGP_BALBcJ_G0030780,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030512,2296,2618,2144,1087,2503,3049,2493,2694,605,2391
MGP_BALBcJ_G0013586,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0013655,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0001889,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030907,280,385,255,401,300,397,444,280,153,198
MGP_BALBcJ_G0039300,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0004297,2,0,0,0,0,0,2,0,0,2
MGP_BALBcJ_G0008905,2,1,0,0,0,0,0,1,0,1
MGP_BALBcJ_G0031195,135,152,267,0,113,68,293,166,94,94
MGP_BALBcJ_G0013683,1,0,1,18,1,0,3,7,0,0
MGP_BALBcJ_G0001897,43,33,40,212,36,28,18,13,11,30
MGP_BALBcJ_G0030761,6816,5567,6255,13338,6971,6451,6124,5992,12476,6726
MGP_BALBcJ_G0013405,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0013416,0,0,0,0,0,0,0,0,0,4
MGP_BALBcJ_G0001967,2,0,1,0,0,0,1,6,0,0
MGP_BALBcJ_G0006902,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030739,148,122,125,119,119,93,128,139,133,111
MGP_BALBcJ_G0002036,3,2,4,0,22,7,4,4,20,6
MGP_BALBcJ_G0031451,12098,14629,12312,26683,14895,15229,13425,10897,11455,12277
MGP_BALBcJ_G0030436,3191,3315,2754,15183,3492,3662,5005,3864,7579,4282
MGP_BALBcJ_G0030712,98,69,85,320,78,89,63,76,202,66
MGP_BALBcJ_G0031473,2449,2595,2030,4733,2600,2892,2623,2653,2751,2241
MGP_BALBcJ_G0030775,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0007004,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0031490,1374,870,1097,1620,1057,1158,1193,1136,1538,910
MGP_BALBcJ_G0039339,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0013610,0,0,0,0,0,0,0,0,2,0
MGP_BALBcJ_G0002086,5,6,5,16,6,1,2,6,0,1
MGP_BALBcJ_G0006963,0,4,0,0,5,0,0,1,0,0
MGP_BALBcJ_G0013588,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0013418,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0013345,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0001822,6,0,4,0,4,4,12,8,0,4
MGP_BALBcJ_G0013533,0,0,0,0,2,0,0,0,1,0
MGP_BALBcJ_G0001842,4,0,0,28,0,4,0,4,0,8
MGP_BALBcJ_G0030788,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0031028,1388,1353,1185,1049,1417,1239,1206,1279,426,1205
MGP_BALBcJ_G0039815,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030961,2463,2382,2106,4369,2618,2683,3141,2809,3352,2563
MGP_BALBcJ_G0031126,0,1,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0038053,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030865,3113,2971,2688,4868,3308,3143,2925,3199,2439,3237
MGP_BALBcJ_G0007053,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0006932,10,4,2,10,8,2,0,6,12,8
MGP_BALBcJ_G0030981,8271,8137,6989,5325,7680,7994,6984,7266,2706,5919
MGP_BALBcJ_G0031249,789,854,879,1283,885,815,984,1140,344,1197
MGP_BALBcJ_G0040468,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0000245,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0001880,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030619,1,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030853,183,180,159,68,157,170,227,173,0,138
MGP_BALBcJ_G0031068,42,42,46,103,34,34,49,32,22,33
MGP_BALBcJ_G0031110,307,258,341,467,316,218,184,284,361,376
MGP_BALBcJ_G0004353,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030593,0,0,0,0,0,0,2,0,0,2
MGP_BALBcJ_G0001931,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0031383,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0001961,0,0,0,0,2,0,2,0,1,0
MGP_BALBcJ_G0013739,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0013356,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0013426,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0038049,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0038071,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0031121,621,468,438,155,564,607,618,551,153,409
MGP_BALBcJ_G0004723,3,0,0,0,2,2,28,4,46,2
MGP_BALBcJ_G0000098,34,506,235,0,6,55,142,28,2,10
MGP_BALBcJ_G0030518,680,643,590,384,604,599,649,496,168,553
MGP_BALBcJ_G0013653,4,19,9,26,12,11,4,10,0,7
MGP_BALBcJ_G0001904,44,68,48,298,45,42,34,55,185,40
MGP_BALBcJ_G0009759,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0040463,359,182,296,472,302,216,303,336,967,279
MGP_BALBcJ_G0031319,1840,2286,1644,2456,2762,2003,2974,2331,1180,2685
MGP_BALBcJ_G0030641,1773,1537,1735,2286,1584,1555,1455,1792,1351,1639
MGP_BALBcJ_G0030925,2689,2679,2969,3811,2585,2842,2263,2413,2307,2030
MGP_BALBcJ_G0015583,8,4,5,0,8,5,10,3,0,1
MGP_BALBcJ_G0008854,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030929,1516,1767,1487,855,1845,1985,1770,1727,354,1543
MGP_BALBcJ_G0030782,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0030884,1145,1414,1023,2646,1118,1553,1634,1247,1686,1243
MGP_BALBcJ_G0000139,48,9,16,0,19,16,228,42,0,4
MGP_BALBcJ_G0008923,0,2,0,0,5,0,3,1,0,0
MGP_BALBcJ_G0004226,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0031381,4038,4092,3756,18520,4139,4215,4304,3849,13779,3652
MGP_BALBcJ_G0004341,0,0,0,0,0,0,0,0,0,1
MGP_BALBcJ_G0031000,725,688,715,619,667,772,665,708,300,642
MGP_BALBcJ_G0030601,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0038066,0,0,0,0,0,0,0,1,0,0
MGP_BALBcJ_G0009779,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0040454,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0031467,1690,1268,1172,2764,1223,963,1053,1255,809,998
MGP_BALBcJ_G0030827,19,16,8,46,2,6,10,4,0,16
MGP_BALBcJ_G0009766,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0013369,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0004359,2,2,0,0,2,0,1,2,0,0
