GeneID,Hpb_1,Hpb_2,Hpb_3,Hpb_4,Hpb_5,Naive_1,Naive_2,Naive_3,Naive_4,Naive_5
MGP_BALBcJ_G0028122,5150,5012,5081,6305,5411,5066,4936,5047,4373,4816
MGP_BALBcJ_G0040321,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0037876,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028488,1478,1257,1237,2435,1392,1472,1356,1298,959,1235
MGP_BALBcJ_G0029128,1056,942,723,766,791,737,722,728,864,735
MGP_BALBcJ_G0028432,646,606,539,2064,680,619,591,491,1816,444
MGP_BALBcJ_G0029136,60,38,31,0,46,46,65,73,0,44
MGP_BALBcJ_G0003935,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028246,4177,3207,3636,9093,3111,3255,3269,3249,6746,2376
MGP_BALBcJ_G0028767,2692,2984,2398,4581,3076,2979,3033,2749,1652,2586
MGP_BALBcJ_G0012845,8,4,5,4,2,5,8,10,0,4
MGP_BALBcJ_G0003960,60,54,53,44,86,52,62,47,29,62
MGP_BALBcJ_G0028077,4099,3741,3928,9025,4225,4213,3962,3823,5842,3291
MGP_BALBcJ_G0012818,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0008748,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0029230,115,80,110,57,130,134,161,132,64,76
MGP_BALBcJ_G0028159,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0003927,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0003860,0,0,0,0,0,0,2,2,0,0
MGP_BALBcJ_G0040342,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028990,545,650,488,762,552,708,683,737,433,461
MGP_BALBcJ_G0009670,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028166,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028974,20,37,46,0,38,29,42,38,0,38
MGP_BALBcJ_G0012875,82,134,164,819,166,148,140,121,933,185
MGP_BALBcJ_G0006377,86,69,72,263,122,72,69,63,74,101
MGP_BALBcJ_G0012520,162,114,147,151,139,115,132,111,79,113
MGP_BALBcJ_G0012774,4,4,1,0,2,2,3,2,0,0
MGP_BALBcJ_G0012644,0,6,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0009678,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028722,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0029218,359,435,419,139,422,490,384,414,110,285
MGP_BALBcJ_G0003897,0,2,0,0,0,2,0,0,0,4
MGP_BALBcJ_G0006384,2,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0029178,0,0,0,0,0,0,0,0,0,1
MGP_BALBcJ_G0029044,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028775,564,542,426,1131,636,586,631,552,592,595
MGP_BALBcJ_G0012760,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0036428,202,185,174,17,195,233,258,226,103,262
MGP_BALBcJ_G0015526,61,74,117,84,81,89,69,80,58,93
MGP_BALBcJ_G0012859,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0003918,0,2,0,0,0,1,0,0,0,0
MGP_BALBcJ_G0003979,0,0,0,0,0,0,2,0,0,0
MGP_BALBcJ_G0029028,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028662,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0006400,24,17,18,31,19,26,24,18,13,13
MGP_BALBcJ_G0012885,0,0,0,0,0,0,1,0,0,0
MGP_BALBcJ_G0028265,4128,3523,3280,5527,3835,3731,3850,3587,4251,2890
MGP_BALBcJ_G0036655,0,0,0,0,0,0,1,0,0,0
MGP_BALBcJ_G0028869,2,8,0,0,0,2,8,2,0,6
MGP_BALBcJ_G0003939,6,0,2,0,0,0,0,0,0,2
MGP_BALBcJ_G0028414,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028513,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0009664,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0006459,2,1,0,0,1,2,3,1,0,0
MGP_BALBcJ_G0012753,10,16,3,0,1,4,3,3,26,3
MGP_BALBcJ_G0012470,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0006534,0,0,0,0,0,0,3,0,0,6
MGP_BALBcJ_G0012899,2,4,0,0,4,0,4,0,0,3
MGP_BALBcJ_G0029037,1703,1487,1358,485,1674,1675,1689,1621,245,1336
MGP_BALBcJ_G0028713,701,664,689,984,777,769,865,732,757,782
MGP_BALBcJ_G0012880,0,2,0,0,0,0,0,12,6,4
MGP_BALBcJ_G0012572,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0029175,510,438,444,92,395,387,430,434,23,350
MGP_BALBcJ_G0012835,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0012605,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0012778,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0006455,2,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0006350,3,7,10,20,8,14,8,11,0,7
MGP_BALBcJ_G0006452,0,0,1,0,0,0,0,0,0,0
MGP_BALBcJ_G0012609,0,0,2,0,0,0,0,0,0,0
MGP_BALBcJ_G0015499,0,2,4,0,1,2,1,0,0,0
MGP_BALBcJ_G0040367,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0039132,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028320,751,549,711,749,615,562,652,603,475,556
MGP_BALBcJ_G0028562,210,223,184,94,218,240,160,219,139,253
MGP_BALBcJ_G0012878,0,0,0,0,0,0,3,0,0,0
MGP_BALBcJ_G0012824,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0012558,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0006361,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028154,0,0,0,0,1,0,0,0,0,0
MGP_BALBcJ_G0028626,3,6,10,0,27,8,10,8,0,10
MGP_BALBcJ_G0015516,595,413,557,1427,746,502,656,568,703,538
MGP_BALBcJ_G0006444,6,2,1,0,2,3,2,0,0,4
MGP_BALBcJ_G0008752,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0029124,12951,13553,10768,5765,14126,14960,13465,14559,3181,15281
MGP_BALBcJ_G0028971,10477,8197,7748,5600,7861,8116,8444,8849,3421,8112
MGP_BALBcJ_G0028727,995,992,789,3980,949,1046,1016,931,2458,763
MGP_BALBcJ_G0012750,0,2,0,0,2,4,2,2,0,4
MGP_BALBcJ_G0003988,60,66,64,0,76,48,92,65,50,65
MGP_BALBcJ_G0029103,32,12,20,0,11,15,11,24,0,8
MGP_BALBcJ_G0012757,10,0,2,0,6,10,3,2,0,9
MGP_BALBcJ_G0015496,61,40,50,184,40,25,45,45,64,20
MGP_BALBcJ_G0028607,584,649,568,1353,729,703,711,697,540,710
MGP_BALBcJ_G0006483,9,4,7,32,4,0,1,2,0,3
MGP_BALBcJ_G0039152,2,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0015473,30,31,55,30,50,37,49,38,17,42
MGP_BALBcJ_G0029117,9987,11003,10491,7516,10650,10859,10844,9990,1880,8768
MGP_BALBcJ_G0003968,228,129,151,68,173,150,117,182,9,138
MGP_BALBcJ_G0040364,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0037896,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0039170,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0012732,3,4,0,0,1,1,0,0,0,4
MGP_BALBcJ_G0028725,1007,1032,881,581,1025,1167,1149,1264,299,947
MGP_BALBcJ_G0029071,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0012592,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028780,235,257,178,133,202,276,190,254,143,258
MGP_BALBcJ_G0028799,20632,18533,19302,7338,21778,23913,19982,22293,3511,21115
MGP_BALBcJ_G0028858,3286,3021,2778,2235,3227,3004,2983,3199,1204,2779
MGP_BALBcJ_G0012703,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028714,12,11,14,4,20,9,10,20,0,11
MGP_BALBcJ_G0028493,0,0,0,0,0,0,0,0,6,0
MGP_BALBcJ_G0003929,0,1,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028420,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0037846,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028448,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0015514,699,654,695,878,780,652,691,740,266,622
MGP_BALBcJ_G0029146,705,700,632,57,796,777,845,811,71,878
MGP_BALBcJ_G0029227,733,780,678,443,963,860,813,906,274,681
MGP_BALBcJ_G0028412,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0001349,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0008716,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0029018,188,159,114,2,137,115,127,170,11,102
MGP_BALBcJ_G0028534,739,799,577,876,759,840,959,892,465,681
MGP_BALBcJ_G0028543,2471,2163,2180,8516,2384,2223,2427,2233,5002,2419
MGP_BALBcJ_G0008703,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0003965,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028579,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028685,2378,1865,2062,3240,2144,1977,1732,1999,2887,1732
MGP_BALBcJ_G0028470,0,0,0,0,0,0,2,0,0,0
MGP_BALBcJ_G0028751,171,166,188,68,136,92,76,155,92,140
MGP_BALBcJ_G0028207,0,2,2,0,0,0,0,0,0,0
MGP_BALBcJ_G0012624,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0029153,92,117,107,99,81,112,167,113,0,78
MGP_BALBcJ_G0006392,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028508,2,4,0,0,1,1,5,0,0,0
MGP_BALBcJ_G0028261,2124,2015,1621,4150,2136,2101,2298,1989,2236,1894
MGP_BALBcJ_G0029036,1273,1560,885,384,1636,1470,1607,1268,184,1909
MGP_BALBcJ_G0029084,2494,2156,1780,693,1982,2233,2001,1885,247,1288
MGP_BALBcJ_G0009911,431,257,168,190,384,124,625,273,202,181
MGP_BALBcJ_G0008712,0,1,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028156,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028965,0,6,0,0,0,1,1,0,0,2
MGP_BALBcJ_G0028065,912,775,980,1977,994,935,786,831,1533,886
MGP_BALBcJ_G0028737,231,384,235,55,292,319,435,416,2,424
MGP_BALBcJ_G0029006,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028476,1261,730,907,2716,814,778,861,840,2019,779
MGP_BALBcJ_G0037879,2,0,1,0,1,0,0,0,0,5
MGP_BALBcJ_G0012711,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0012642,0,0,0,0,2,0,0,0,0,0
MGP_BALBcJ_G0028503,6,0,2,0,4,4,0,0,0,2
MGP_BALBcJ_G0028354,111,69,126,269,91,81,94,77,169,69
MGP_BALBcJ_G0015482,28,46,48,0,63,50,28,41,24,54
MGP_BALBcJ_G0028509,2227,2305,2062,1436,2253,2591,2409,2283,629,1725
MGP_BALBcJ_G0015520,6,0,2,0,4,2,0,4,0,0
MGP_BALBcJ_G0012653,1,2,3,0,0,0,0,5,0,0
MGP_BALBcJ_G0012514,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0029046,107,137,106,52,92,114,106,138,138,146
MGP_BALBcJ_G0006391,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0003991,59,28,38,53,39,20,49,45,77,57
MGP_BALBcJ_G0028374,23176,17336,17078,13137,17512,21259,15172,24639,10694,18493
MGP_BALBcJ_G0012583,0,2,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0012696,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0003847,0,0,1,0,0,0,0,0,0,0
MGP_BALBcJ_G0001341,52,34,43,0,43,26,20,27,13,27
MGP_BALBcJ_G0008725,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028396,24725,28140,21218,87134,27382,29899,33617,30184,24874,27662
MGP_BALBcJ_G0028810,630,404,648,158,403,414,584,495,99,340
MGP_BALBcJ_G0028611,2093,2214,1542,4145,2089,2424,2559,1812,2048,1342
MGP_BALBcJ_G0008707,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0012538,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0039208,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028805,3633,3448,3211,2723,4189,3815,4173,3654,1587,4314
MGP_BALBcJ_G0028647,3639,2886,2962,730,3579,3030,2931,3377,281,2742
MGP_BALBcJ_G0012640,7,0,4,0,0,2,4,0,0,0
MGP_BALBcJ_G0012819,0,0,0,0,0,0,0,1,0,0
MGP_BALBcJ_G0028241,3136,3036,3171,421,3360,4180,3107,3053,328,2768
MGP_BALBcJ_G0001346,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0012706,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028976,11705,13539,10128,7090,12333,13725,12191,12867,3355,11242
MGP_BALBcJ_G0029166,749,945,584,808,785,945,933,903,144,701
MGP_BALBcJ_G0028304,219,114,112,204,96,86,69,136,100,103
MGP_BALBcJ_G0003873,4,0,0,0,0,0,6,6,2,2
MGP_BALBcJ_G0039141,0,0,0,0,1,0,0,0,0,0
MGP_BALBcJ_G0028331,876,813,653,1046,854,801,1000,774,270,824
MGP_BALBcJ_G0012550,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0012539,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028736,1563,1386,1365,1826,1565,1774,1755,1518,955,1370
MGP_BALBcJ_G0012510,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0006419,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028935,529,261,419,128,216,270,347,298,126,289
MGP_BALBcJ_G0015504,9,9,11,6,4,4,16,8,61,7
MGP_BALBcJ_G0008713,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0009668,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0003891,0,2,0,0,0,0,2,2,0,0
MGP_BALBcJ_G0039200,2,0,1,0,4,3,4,2,0,1
MGP_BALBcJ_G0028715,1,1,0,0,0,0,0,0,0,1
MGP_BALBcJ_G0028634,801,944,763,744,861,945,987,910,301,973
MGP_BALBcJ_G0028108,9,6,9,0,8,2,2,2,0,2
MGP_BALBcJ_G0012663,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028330,9911,10574,8201,17319,11170,10748,10285,9672,12587,9552
MGP_BALBcJ_G0028872,5189,5082,4984,746,5991,6206,5947,5715,308,5581
MGP_BALBcJ_G0006450,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0006505,0,0,0,0,0,0,0,0,0,4
MGP_BALBcJ_G0028784,2,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0006461,1,1,0,0,0,0,1,0,0,0
MGP_BALBcJ_G0039167,0,2,0,0,1,0,0,2,0,0
MGP_BALBcJ_G0028238,22143,26042,17699,22669,24128,29136,24616,24539,8099,22815
MGP_BALBcJ_G0008678,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0015493,0,0,2,0,0,0,0,0,0,0
MGP_BALBcJ_G0028051,6,4,8,48,2,2,13,3,50,1
MGP_BALBcJ_G0028042,2653,2874,2518,5915,2822,2778,2837,2381,2466,2796
MGP_BALBcJ_G0039174,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028398,42,12,42,22,22,20,18,16,97,10
MGP_BALBcJ_G0028140,2255,2479,1969,1442,2616,2353,2638,2299,441,2443
MGP_BALBcJ_G0028244,2921,3196,2462,1614,3225,3497,3262,3381,586,2711
MGP_BALBcJ_G0028388,512,331,469,1536,366,330,387,368,1160,316
MGP_BALBcJ_G0012901,22,27,27,0,21,28,15,17,57,20
MGP_BALBcJ_G0012717,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028852,4649,4459,3929,5477,5026,4882,4027,4639,2672,4128
MGP_BALBcJ_G0012796,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028969,4441,4554,4339,1000,4801,5174,4852,4827,422,4068
MGP_BALBcJ_G0028998,1539,1899,1419,251,1618,1898,1716,1801,131,1633
MGP_BALBcJ_G0036993,0,0,0,0,0,5,0,3,0,2
MGP_BALBcJ_G0008681,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0012625,0,0,0,0,0,2,0,0,0,0
MGP_BALBcJ_G0003895,0,0,0,0,0,4,0,0,0,0
MGP_BALBcJ_G0006458,49,68,45,0,59,52,61,62,26,49
MGP_BALBcJ_G0012731,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0009910,1034,1156,1038,438,1414,1020,1468,1237,134,1491
MGP_BALBcJ_G0003855,0,4,1,0,1,2,0,0,0,0
MGP_BALBcJ_G0006402,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0012734,19,35,17,74,13,35,39,38,20,19
MGP_BALBcJ_G0028402,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028873,1514,1612,1499,505,1782,1633,1771,1541,279,1624
MGP_BALBcJ_G0028884,2784,2505,2316,382,2642,3049,3104,2885,268,2414
MGP_BALBcJ_G0029019,680,626,602,43,594,581,665,726,19,640
MGP_BALBcJ_G0028867,1875,1627,1395,165,1802,2028,1825,2121,224,1606
MGP_BALBcJ_G0012562,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028169,353,267,253,118,246,232,196,231,126,223
MGP_BALBcJ_G0006429,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028802,743,848,665,1961,841,833,928,697,1175,776
MGP_BALBcJ_G0028841,1079,1056,976,1334,1110,1108,1137,1113,993,952
MGP_BALBcJ_G0037892,1,0,0,0,2,0,0,0,0,0
MGP_BALBcJ_G0039151,0,0,0,0,0,0,0,1,0,0
MGP_BALBcJ_G0006397,219,202,191,186,195,169,128,153,161,195
MGP_BALBcJ_G0008733,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028275,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028194,15,12,31,14,28,22,22,6,22,16
MGP_BALBcJ_G0028800,100,115,75,50,81,107,98,107,20,86
MGP_BALBcJ_G0028640,3429,3922,3262,999,4122,4267,4953,3932,424,4014
MGP_BALBcJ_G0015510,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0008683,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028535,0,2,0,0,2,4,0,0,0,0
MGP_BALBcJ_G0006511,0,0,4,0,4,2,1,4,0,0
MGP_BALBcJ_G0012851,0,4,0,35,0,1,2,2,12,0
MGP_BALBcJ_G0028638,1,0,0,0,0,0,0,0,0,1
MGP_BALBcJ_G0037851,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0015517,90,123,78,33,115,75,81,89,47,98
MGP_BALBcJ_G0028619,219,384,116,93,242,403,436,251,16,124
MGP_BALBcJ_G0039138,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028096,1948,1623,1701,4463,2002,1704,1547,1426,3119,1524
MGP_BALBcJ_G0028891,1,4,4,0,3,2,0,7,0,0
MGP_BALBcJ_G0028936,8710,10308,7388,8391,10793,11307,9973,10162,3113,10020
MGP_BALBcJ_G0003942,0,0,2,0,0,0,0,0,0,0
MGP_BALBcJ_G0037919,2,5,2,0,4,10,4,5,14,3
MGP_BALBcJ_G0028187,28827,25696,19550,33181,26969,22290,22291,27157,10415,23352
MGP_BALBcJ_G0028952,4546,4339,3855,7743,4521,4691,4257,4366,4664,4215
MGP_BALBcJ_G0008708,0,0,0,0,0,0,0,0,1,0
MGP_BALBcJ_G0008736,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0012626,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028833,1503,1688,1341,1899,1507,1891,1611,1511,762,1373
MGP_BALBcJ_G0028950,36,28,36,6,53,29,70,61,102,61
MGP_BALBcJ_G0029020,3753,4052,3372,1701,4058,4175,4667,4228,582,4031
MGP_BALBcJ_G0028431,3160,3197,2782,7925,3224,3271,3188,2991,5310,2431
MGP_BALBcJ_G0036654,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0029209,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028928,41,47,46,16,48,35,41,34,14,60
MGP_BALBcJ_G0006382,0,2,0,0,2,0,0,0,0,0
MGP_BALBcJ_G0012741,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0012821,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0012817,2,0,6,0,2,1,0,4,0,0
MGP_BALBcJ_G0028992,2234,2140,1597,873,2222,2422,2043,2131,255,2230
MGP_BALBcJ_G0028930,907,762,843,476,1066,1087,878,865,339,1027
MGP_BALBcJ_G0029182,733,753,729,304,903,820,833,823,91,889
MGP_BALBcJ_G0028227,797,655,645,612,719,775,767,868,352,840
MGP_BALBcJ_G0029224,43,72,61,26,73,42,77,43,0,30
MGP_BALBcJ_G0028542,5,8,6,80,5,7,8,2,49,8
MGP_BALBcJ_G0028120,7447,8715,6630,21229,8731,8894,9285,8739,12423,8932
MGP_BALBcJ_G0028016,281,280,264,589,274,249,311,260,163,224
MGP_BALBcJ_G0028441,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0029007,1763,1379,1794,1252,1541,1670,1545,1959,353,1376
MGP_BALBcJ_G0037886,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0006453,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0012869,0,2,2,36,20,3,8,10,0,4
MGP_BALBcJ_G0028583,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028161,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028726,2703,2725,2513,1069,3101,3153,2997,3281,910,2810
MGP_BALBcJ_G0028997,346,361,406,297,401,430,416,442,192,357
MGP_BALBcJ_G0028217,743,462,508,424,562,515,564,536,179,399
MGP_BALBcJ_G0039129,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028850,1118,1273,1039,1275,1211,1350,1256,1146,537,1095
MGP_BALBcJ_G0028485,2063,2481,1280,3210,2146,2364,3656,2288,1210,2574
MGP_BALBcJ_G0028026,24468,22203,19855,45573,22576,22397,21466,20912,34651,20172
MGP_BALBcJ_G0003889,8,0,11,40,3,4,24,2,0,12
MGP_BALBcJ_G0012689,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028706,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028267,6,1,2,0,0,2,0,0,0,0
MGP_BALBcJ_G0039173,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0012747,4,0,0,12,0,0,1,0,8,1
MGP_BALBcJ_G0029063,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0029113,1100,1024,987,197,1195,1194,1045,1092,136,1020
MGP_BALBcJ_G0028679,986,1064,821,1778,966,1060,1204,1041,420,920
MGP_BALBcJ_G0039135,1,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028260,34,6,9,9,11,16,50,16,34,27
MGP_BALBcJ_G0012485,3,2,2,1,4,0,4,4,1,0
MGP_BALBcJ_G0028037,1114,1055,1020,2425,1051,1046,1035,1001,1219,841
MGP_BALBcJ_G0040362,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028739,78,44,55,58,26,37,37,41,2,42
MGP_BALBcJ_G0006418,5,4,4,0,4,14,10,9,0,14
MGP_BALBcJ_G0012591,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028692,6,0,0,0,6,6,0,6,20,7
MGP_BALBcJ_G0028177,4573,4369,4500,5293,5057,5018,3801,4949,2770,4228
MGP_BALBcJ_G0039144,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0037894,1,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0036987,0,0,1,0,2,0,2,2,0,2
MGP_BALBcJ_G0009684,16,19,15,99,12,20,27,24,47,17
MGP_BALBcJ_G0029058,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028191,3539,3485,3265,1639,3944,4023,3501,3907,529,3321
MGP_BALBcJ_G0028213,2445,1880,2194,5961,2937,2386,2463,2178,3659,2080
MGP_BALBcJ_G0003854,0,0,1,0,0,1,2,2,0,4
MGP_BALBcJ_G0028772,12709,11942,9492,19826,13205,13378,11619,11792,13652,8963
MGP_BALBcJ_G0036422,11,2,0,0,6,0,0,0,0,2
MGP_BALBcJ_G0037932,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028889,2508,2090,1888,1776,2122,2090,2236,2074,697,1963
MGP_BALBcJ_G0036429,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0029126,1475,1243,1254,344,1259,1477,1266,1529,90,1157
MGP_BALBcJ_G0006388,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0029161,11949,12354,9791,48548,12509,12823,14996,14031,25981,13616
MGP_BALBcJ_G0028953,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028818,5457,5311,4938,4833,5607,5612,5608,4965,2565,4901
MGP_BALBcJ_G0028861,582,716,552,148,605,850,784,646,152,522
MGP_BALBcJ_G0028527,3581,3519,2822,5050,3935,3887,3702,3022,1603,3136
MGP_BALBcJ_G0012480,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028887,13030,13378,9775,7444,14341,16143,13529,13395,2783,11807
MGP_BALBcJ_G0008730,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028011,51,13,34,46,24,18,18,31,1,20
MGP_BALBcJ_G0012615,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028409,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028099,6,4,9,8,13,7,4,8,0,4
MGP_BALBcJ_G0028376,0,0,0,0,0,0,0,4,0,0
MGP_BALBcJ_G0027996,53,55,42,154,44,45,55,28,109,58
MGP_BALBcJ_G0028421,915,863,757,1832,707,800,849,670,1118,597
MGP_BALBcJ_G0028663,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028004,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028956,2331,1946,1294,287,1113,1057,1856,1362,182,1030
MGP_BALBcJ_G0012812,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028653,1482,1667,1213,778,1550,1799,2210,1692,142,1688
MGP_BALBcJ_G0028068,207,138,159,202,103,75,140,144,59,106
MGP_BALBcJ_G0012889,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028496,8858,5844,8038,20754,7438,7921,7266,7839,13186,7287
MGP_BALBcJ_G0028117,3556,3634,3139,6392,3718,3705,3753,3195,3082,2999
MGP_BALBcJ_G0028594,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0028333,22,44,18,99,33,34,27,28,0,16
MGP_BALBcJ_G0009667,7,0,4,0,2,0,7,5,0,4
MGP_BALBcJ_G0036775,0,0,0,0,0,0,0,0,0,0
MGP_BALBcJ_G0012790,0,0,0,0,0,0,0,0,0,0
